date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:37:13	24835/24835	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:12%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team-single.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/team-single.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:15	22127/22127	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:13%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:15	31661/31661	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:14%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate-single.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/candidate-single.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:16	20931/20931	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:15%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/timeline.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/timeline.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:17	23534/23534	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:16%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/faq.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/faq.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:18	11412/11412	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:17%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/coming-soon.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/coming-soon.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:19	8639/8639	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:18%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/error.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/error.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:20	20919/20919	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:19%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/search-results.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/search-results.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:21	50763/50763	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:20%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/email-template.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/email-template.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:22	18373/18373	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:21%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/blog.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/blog.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:23	22136/22136	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:22%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/blog-single.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/blog-single.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:24	19496/19496	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:23%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/login.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/login.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:25	26672/26672	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:24%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/signup.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/signup.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:26	20239/20239	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:25%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/contact.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/contact.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:26	22999/22999	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:26%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/pricing.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/pricing.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:27	31735/31735	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jul%202021%2005:07:27%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/jobs.html	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/jobs.html	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:27	5562/5562	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/job1.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/job1.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:28	3900/3900	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/job2.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/job2.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:28	4842/4842	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/job3.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/job3.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:28	5477/5477	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/job4.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/job4.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:30	69917/69917	---M-Z	200	added ('OK')	application/javascript	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/js/jquery-3.3.1.min.js	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:30	35860/35860	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/b5.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/b5.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:30	44307/44307	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog1.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog1.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:32	47127/47127	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog2.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog2.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:32	39071/39071	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog3.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/blog3.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:32	31737/31737	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/mobile.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/mobile.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:32	11881/11881	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/googleplay.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/googleplay.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:34	11826/11826	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/appstore.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/appstore.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Jul%202021%2005:07:32%20GMT	http://a.vdo.ai/core/v-w3layouts/vdo.ai.js	C:/My%20Web%20Sites/Aasif1/a.vdo.ai/core/v-w3layouts/vdo.ai.27.delayed	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:35	10758/10758	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2013%20Jul%202021%2005:07:34%20GMT	https://a.vdo.ai/core/v-w3layouts/vdo.ai.js	C:/My%20Web%20Sites/Aasif1/a.vdo.ai/core/v-w3layouts/vdo.ai.js	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/index.html)
10:37:36	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont3e6e.eot	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:38	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfontd41d.eot	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:39	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:39	98024/98024	---M--	200	added ('OK')	font/woff	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont3e6e.woff	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:41	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:43	218355/218355	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/banner.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/banner.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:43	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/fonts/fontawesome-webfont3e6e.svg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:44	171/171	---M--	200	added ('OK')	image/png	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/down.png	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/down.png	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:44	251634/251634	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/banner1.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/banner1.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:45	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Jul%202021%2005:07:45%20GMT	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/b3.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/b3.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:47	230295/230295	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/b0.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/b0.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:48	51170/51170	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/candidate-banner.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/candidate-banner.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:50	79291/79291	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/error.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/error.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/css/style-freedom.css)
10:37:55	20628/20628	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e1.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e1.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/about.html)
10:37:55	17967/17967	---M--	200	added ('OK')	image/jpeg	etag:%221587793495%22	https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e2.jpg	C:/My%20Web%20Sites/Aasif1/demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/assets/images/e2.jpg	(from https://demo.w3layouts.com/demosWTR/Freedom/25-04-2020/hr-crew-freedom-demo_Free/422566165/web/about.html)
